address,description,phone,price,title
"Flat 7, 18 Longton Avenue, London, SE26 6QZ","This 3-BEDROOM HOUSE on Thimble Crescent features an OPEN PLAN LIVING/DINING AREA and kitchen on the ground floor. The main living room is situated on the first floor, with direct access to a PRIVATE TERRACE as well as a double bedroom. The MAIN BEDROOM FEATURES AN EN SUITE and is located on the...",020 8115 0994,"£295,000 ","2 bedroom apartment for sale, - "
"Aquarius House, St George Wharf, Vauxhall","Elite Land is proud to present this amazing 2 bedroom Riverside Apartment with spectacular views. On the 15th floor of the highly sought after New Providence Wharf, the apartment comprises an open plan kitchen living area, two double bedrooms with built in wardrobes, a main bathroom and ensuite....",020 8022 7347,"£590,000 ","2 bedroom apartment for sale, - "
"Boswell Street, London, WC1N",PROPERTY VIDEO AVAILABLEA rare opportunity to purchase a 0.295 of an acre freehold plot on the west side of one of London’s most prestigious residential addresses.Detailed planning consent has been obtained from Camden Council for both  a traditional mansion and a contemporary detached residence...,020 8115 0944,"£625,000 ","2 bedroom apartment for sale, - "
"South Norwood Hill, London","*NEW BUILD PROPERTY* Newly available to the market is this wonderful  bespoke executive semi-detached property. The house is arranged over three floors and offers a large reception room, guest W.C. (contd...)",01322 584819,"£290,000 ","2 bedroom flat for sale, - "
"Longacre Road, London",VIRTUAL TOUR & PROPERTY VIDEO AVAILABLEAn extremely rare opportunity to purchase an exceptional residence which has been in the same family ownership for 56 years.The house is prominently situated on one of Hampstead's most sought after streets and benefits from an exceptional plot 0.77 of an...,020 8033 2639,"£440,000 ,Offers in excess of","3 bedroom semi-detached house for sale, - "
"Union Park - 1 beds at Union Park, Rennie Court, 9 Brindley Place UB8","Introducing Oval Village, a brand new collection of studio, one, two and three-bedroom apartments ideally located...",020 3641 1268,"£295,000 ,Shared ownership","1 bedroom flat for sale, - "
"Churchill Lodge, Woodford Green",John Payne are delighted to welcome to the market this charming five bedroom semi-detached house.,01322 584768,"£350,000 ,Guide price","2 bedroom apartment for sale, - "
"Old Street, Wharf Road, London, N1","We’ve unveiled two new furnished penthouses. Take a virtual tour on our website today to experience what Blackwall Reach has to offer.Stamp duty incentives available. Please get in touch for more details.The Penthouse Collection gives you stunning, open-plan luxury living and views of London that...",020 8022 0708,"£675,000 ","1 bedroom apartment for sale, - "
"Woodland Crescent, Greenwich, SE10","An exceptional six bedroom contemporary detached residence forming part of a luxury gated development  An exceptional contemporary detached residence, forming part of a luxury development situated in one of Hampstead's most desirable locations close to Hampstead Heath. You enter the development...",020 8022 0021,"£475,000 ,Guide price","2 bedroom apartment for sale, - "
"Edward Avenue, Morden","Property Point is delighted to present this stunning 4-bedroom terraced house for sale Located in Garrick Road, Greenford UB6.",020 8022 6072,"£700,000 ,Guide price","3 bedroom chalet for sale, - "
"Milton Avenue, Sutton, Surrey","A very well presented one bedroom flat in a Victorian conversion building  There is a double bedroom with fitted storage, semi open plan kitchen/reception, bathroom and west-facing roof terrace.  Cranley Gardens is a prime address located moments from the shops, restaurants and amenities of both...",020 8115 0721,"£575,000 ","4 bedroom terraced house for sale, - "
"Wimbledon Park Road, London","An exceptional newly-refurbished duplex maisonette apartment, presented in a meticulously stylish design throughout.  The property offers 1,000 sq. ft. of bright and spacious accommodation, comprising of a brand new dine-in kitchen, reception/ living room, two bedrooms, two bathrooms with a...",020 8022 7100,"£495,000 ,Guide price","2 bedroom flat for sale, - "
"1 Grace Place, London, Bow. E3 ",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8033 9914,"£335,000 ","1 bedroom flat for sale, - "
"St. Ann's Hill, London","3 bedroom period flat with off street parking and private garden, TW1.  Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you.  These include video walkthroughs, 360 virtual...",020 8033 5519,"£535,000 ","2 bedroom flat for sale, - "
"Winchendon Road, Fulham, London","A brand new development by St George, in the heart of historic Kingston upon Thames. High specification 1, 2 and 3 bedroom apartments...",020 8115 0039,"£2,095,000 ","5 bedroom terraced house for sale, - "
"Sudbury Avenue, WEMBLEY","COMING SOON

The Chapel sits serenely in the gardens of this entirely unique site, and every detail of its construction has been minutely considered.

A definitively ambitious restoration project approached in consultation with architectural historians, Hampstead...",020 8022 7021,"£650,000 ,Guide price","4 bedroom semi-detached house for sale, - "
"Tennyson Road, London, SW19","A stylish, immaculately presented 4 bedroom mews house located in the prestigious Kingston Hill Place development. The bright spacious accomodation is arranged over four floors and offers excellent family living space. The property benefits from landscaped communal grounds and a leisure complex.",020 8115 1011,"£775,000 ,Guide price","3 bedroom terraced house for sale, - "
"Burnham Crescent, Wanstead","A Good Size 4 Bedroom, 3 Reception, 2 Bathroom property that has POTENTIAL and located within walking distance of all local facilities.",020 8022 6866,"£1,150,000 ","5 bedroom semi-detached house for sale, - "
"Kennington Park Road, Oval SE11","This second floor, one-bedroom apartment features an open plan living/dining area with access to a south facing balcony, overlooking the main piazza. The kitchen comes with fully integrated appliances and matching worktops. Further benefits a large storage cupboard.  High Street Quarter Hounslow...",020 8022 6875,"£425,000 ","2 bedroom flat for sale, - "
"Delmore House, Brondesbury Park, Brondesbury, NW6","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 0230,"£875,000 ","2 bedroom flat for sale, - "
"Hillingdon, Middlesex",Luxury three bedroom apartment in the region of 1150 sq ft ideally located for local amenities and transport links.,020 8033 5491,"£235,000 ","1 bedroom flat for sale, - "
"Victoria Court, Victoria Road, Romford, RM1","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8115 1539,"£230,000 ,Offers in excess of","2 bedroom flat for sale, - "
"Crescent Lane, SW4",Greengate Residential Ltd are proud to offer for sale this exclusivle  two bedroom ground floor maisonette rarely available in this sought after gated development.,020 8033 2462,"£900,000 ","3 bedroom maisonette for sale, - "
"Bell Road, East Molesey","Discover classical London living at Royal Warwick Square, with a prestigious collection of 1,2 & 3 bedroom apartments and penthouses...",020 3641 4833,"£525,000 ","2 bedroom terraced house for sale, - "
"Pump Lane, Chelsfield Village, Orpington, Kent, BR6 7PL","Attractive 2 bedroom Victorian terraced house in need of some modernisation,  The property does have the benefit of gas central heating and double glazing. OFFERED FOR SALE IN A CHAIN FREE POSITION. EARLY VIEWING HIGHLY RECOMMENDED.",020 3544 8034,"£1,000,000 ,Guide price","6 bedroom detached bungalow for sale, - "
"2002 West India Quay, London, E14 4EF","This 3-BEDROOM HOUSE on Thimble Crescent features an OPEN PLAN LIVING/DINING AREA and kitchen on the ground floor. The main living room is situated on the first floor, with direct access to a PRIVATE TERRACE as well as a double bedroom. The MAIN BEDROOM FEATURES AN EN SUITE and is located on the...",020 8115 0994,"£850,000 ","2 bedroom apartment for sale, - "
"Dukes Avenue, New Malden","Elite Land is proud to present this amazing 2 bedroom Riverside Apartment with spectacular views. On the 15th floor of the highly sought after New Providence Wharf, the apartment comprises an open plan kitchen living area, two double bedrooms with built in wardrobes, a main bathroom and ensuite....",020 8022 7347,"£300,000 ","1 bedroom apartment for sale, - "
"Leas Close, Chessington, Surrey",PROPERTY VIDEO AVAILABLEA rare opportunity to purchase a 0.295 of an acre freehold plot on the west side of one of London’s most prestigious residential addresses.Detailed planning consent has been obtained from Camden Council for both  a traditional mansion and a contemporary detached residence...,020 8115 0944,"£250,000 ","1 bedroom maisonette for sale, - "
"Ladbrook Road, South Norwood","*NEW BUILD PROPERTY* Newly available to the market is this wonderful  bespoke executive semi-detached property. The house is arranged over three floors and offers a large reception room, guest W.C. (contd...)",01322 584819,"£425,000 ","3 bedroom terraced house for sale, - "
"7 Silver Street, Enfield",VIRTUAL TOUR & PROPERTY VIDEO AVAILABLEAn extremely rare opportunity to purchase an exceptional residence which has been in the same family ownership for 56 years.The house is prominently situated on one of Hampstead's most sought after streets and benefits from an exceptional plot 0.77 of an...,020 8033 2639,"£275,000 ","Studio for sale, - "
"Pipit Drive, Putney","Introducing Oval Village, a brand new collection of studio, one, two and three-bedroom apartments ideally located...",020 3641 1268,"£624,000 ","2 bedroom flat for sale, - "
"Nupton Drive, Barnet",John Payne are delighted to welcome to the market this charming five bedroom semi-detached house.,01322 584768,"£550,000 ,Offers in excess of","3 bedroom semi-detached house for sale, - "
"Musard Road, Hammersmith, London, W6","We’ve unveiled two new furnished penthouses. Take a virtual tour on our website today to experience what Blackwall Reach has to offer.Stamp duty incentives available. Please get in touch for more details.The Penthouse Collection gives you stunning, open-plan luxury living and views of London that...",020 8022 0708,"£735,000 ","3 bedroom flat for sale, - "
"Mowbray Road, New Barnet, London EN5","An exceptional six bedroom contemporary detached residence forming part of a luxury gated development  An exceptional contemporary detached residence, forming part of a luxury development situated in one of Hampstead's most desirable locations close to Hampstead Heath. You enter the development...",020 8022 0021,"£675,000 ","4 bedroom semi-detached house for sale, - "
"Loxwood Close, Bedfont","Property Point is delighted to present this stunning 4-bedroom terraced house for sale Located in Garrick Road, Greenford UB6.",020 8022 6072,"£215,000 ","1 bedroom maisonette for sale, - "
" Caledonian Road,  Islington, N1","A very well presented one bedroom flat in a Victorian conversion building  There is a double bedroom with fitted storage, semi open plan kitchen/reception, bathroom and west-facing roof terrace.  Cranley Gardens is a prime address located moments from the shops, restaurants and amenities of both...",020 8115 0721,"£380,000 ","1 bedroom flat for sale, - "
"Temperley Road, Balham","An exceptional newly-refurbished duplex maisonette apartment, presented in a meticulously stylish design throughout.  The property offers 1,000 sq. ft. of bright and spacious accommodation, comprising of a brand new dine-in kitchen, reception/ living room, two bedrooms, two bathrooms with a...",020 8022 7100,"£1,500,000 ,Guide price","3 bedroom detached house for sale, - "
"WELLINGTON HOUSE, THE FARMLANDS, NORTHOLT, UB5 5ET",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8033 9914,"£315,000 ","2 bedroom flat for sale, - "
"Maida Vale, London","3 bedroom period flat with off street parking and private garden, TW1.  Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you.  These include video walkthroughs, 360 virtual...",020 8033 5519,"£500,000 ,Offers in excess of","3 bedroom flat for sale, - "
"Tilton Street, London","A brand new development by St George, in the heart of historic Kingston upon Thames. High specification 1, 2 and 3 bedroom apartments...",020 8115 0039,"£1,295,000 ,Guide price","4 bedroom house for sale, - "
"Downings House, 21 Southey Road, Wimbledon, London, SW19","A stylish, immaculately presented 4 bedroom mews house located in the prestigious Kingston Hill Place development. The bright spacious accomodation is arranged over four floors and offers excellent family living space. The property benefits from landscaped communal grounds and a leisure complex.",020 8115 1011,"£499,950 ,Guide price","1 bedroom penthouse for sale, - "
"Two Fifty One, Elephant & Castle, London SE1","A Good Size 4 Bedroom, 3 Reception, 2 Bathroom property that has POTENTIAL and located within walking distance of all local facilities.",020 8022 6866,"£499,950 ","Studio for sale, - "
"The Crescent, SW19","This second floor, one-bedroom apartment features an open plan living/dining area with access to a south facing balcony, overlooking the main piazza. The kitchen comes with fully integrated appliances and matching worktops. Further benefits a large storage cupboard.  High Street Quarter Hounslow...",020 8022 6875,"£1,300,000 ","4 bedroom terraced house for sale, - "
"Chamberlayne Avenue, WEMBLEY","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 0230,"£259,950 ","1 bedroom flat for sale, - "
"Bourne Vale, Hayes, Bromley, Kent",Luxury three bedroom apartment in the region of 1150 sq ft ideally located for local amenities and transport links.,020 8033 5491,"£600,000 ","3 bedroom detached house for sale, - "
"Downside Road, South Sutton","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8115 1539,"£700,000 ,Offers in excess of","3 bedroom detached house for sale, - "
"Roskell Road, Putney",Greengate Residential Ltd are proud to offer for sale this exclusivle  two bedroom ground floor maisonette rarely available in this sought after gated development.,020 8033 2462,"£475,000 ","1 bedroom flat for sale, - "
"Montagu Square, London, W1H","Discover classical London living at Royal Warwick Square, with a prestigious collection of 1,2 & 3 bedroom apartments and penthouses...",020 3641 4833,"£2,480,000 ","2 bedroom apartment for sale, - "
"Tandridge Drive, Orpington, Kent, BR6 8BY","Attractive 2 bedroom Victorian terraced house in need of some modernisation,  The property does have the benefit of gas central heating and double glazing. OFFERED FOR SALE IN A CHAIN FREE POSITION. EARLY VIEWING HIGHLY RECOMMENDED.",020 3544 8034,"£450,000 ,Guide price","3 bedroom terraced house for sale, - "
"Hannen House , Champion Park, SE5 8TE","This 3-BEDROOM HOUSE on Thimble Crescent features an OPEN PLAN LIVING/DINING AREA and kitchen on the ground floor. The main living room is situated on the first floor, with direct access to a PRIVATE TERRACE as well as a double bedroom. The MAIN BEDROOM FEATURES AN EN SUITE and is located on the...",020 8115 0994,"£425,000 ","3 bedroom ground floor flat for sale, - "
"Churchbury Lane, Enfield","Elite Land is proud to present this amazing 2 bedroom Riverside Apartment with spectacular views. On the 15th floor of the highly sought after New Providence Wharf, the apartment comprises an open plan kitchen living area, two double bedrooms with built in wardrobes, a main bathroom and ensuite....",020 8022 7347,"£410,000 ,Offers in excess of","3 bedroom end of terrace house for sale, - "
"Ladysmith Road, London, E16",PROPERTY VIDEO AVAILABLEA rare opportunity to purchase a 0.295 of an acre freehold plot on the west side of one of London’s most prestigious residential addresses.Detailed planning consent has been obtained from Camden Council for both  a traditional mansion and a contemporary detached residence...,020 8115 0944,"£500,000 ","3 bedroom end of terrace house for sale, - "
"Bunyan Court, Barbican, London","*NEW BUILD PROPERTY* Newly available to the market is this wonderful  bespoke executive semi-detached property. The house is arranged over three floors and offers a large reception room, guest W.C. (contd...)",01322 584819,"£575,000 ,Guide price","1 bedroom apartment for sale, - "
"Mayfield Road, Sutton",VIRTUAL TOUR & PROPERTY VIDEO AVAILABLEAn extremely rare opportunity to purchase an exceptional residence which has been in the same family ownership for 56 years.The house is prominently situated on one of Hampstead's most sought after streets and benefits from an exceptional plot 0.77 of an...,020 8033 2639,"£285,000 ,Offers over","1 bedroom flat for sale, - "
Algernon Road London SE13,"Introducing Oval Village, a brand new collection of studio, one, two and three-bedroom apartments ideally located...",020 3641 1268,"£350,000 ","2 bedroom flat for sale, - "
"Malcolm Road, Coulsdon",John Payne are delighted to welcome to the market this charming five bedroom semi-detached house.,01322 584768,"£400,000 ,Offers over","2 bedroom end of terrace house for sale, - "
"Cowdenbeath Path, Caledonian Road, London, N1","We’ve unveiled two new furnished penthouses. Take a virtual tour on our website today to experience what Blackwall Reach has to offer.Stamp duty incentives available. Please get in touch for more details.The Penthouse Collection gives you stunning, open-plan luxury living and views of London that...",020 8022 0708,"£365,000 ","2 bedroom flat for sale, - "
" Solway Road,  London, SE22","An exceptional six bedroom contemporary detached residence forming part of a luxury gated development  An exceptional contemporary detached residence, forming part of a luxury development situated in one of Hampstead's most desirable locations close to Hampstead Heath. You enter the development...",020 8022 0021,"£385,000 ","1 bedroom flat for sale, - "
"Loxwood Close, Bedfont","Property Point is delighted to present this stunning 4-bedroom terraced house for sale Located in Garrick Road, Greenford UB6.",020 8022 6072,"£107,500 ,Shared ownership","1 bedroom maisonette for sale, - "
"Prince Of Wales Drive, SW11","A very well presented one bedroom flat in a Victorian conversion building  There is a double bedroom with fitted storage, semi open plan kitchen/reception, bathroom and west-facing roof terrace.  Cranley Gardens is a prime address located moments from the shops, restaurants and amenities of both...",020 8115 0721,"£800,000 ","1 bedroom flat for sale, - "
"Beech Drive, N2",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8033 9914,"£2,050,000 ,Offers in region of","4 bedroom semi-detached house for sale, - "
"Ravine Grove, Plumstead, London, SE18","3 bedroom period flat with off street parking and private garden, TW1.  Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you.  These include video walkthroughs, 360 virtual...",020 8033 5519,"£360,000 ,Offers in excess of","2 bedroom terraced house for sale, - "
"Globe Court, Chronicle Avenue, NW9","A Good Size 4 Bedroom, 3 Reception, 2 Bathroom property that has POTENTIAL and located within walking distance of all local facilities.",020 8022 6866,"£475,000 ,Offers over","2 bedroom apartment for sale, - "
"The Crescent, SW19","This second floor, one-bedroom apartment features an open plan living/dining area with access to a south facing balcony, overlooking the main piazza. The kitchen comes with fully integrated appliances and matching worktops. Further benefits a large storage cupboard.  High Street Quarter Hounslow...",020 8022 6875,"£1,500,000 ","4 bedroom terraced house for sale, - "
"Salmon Street, LONDON","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 0230,"£1,100,000 ","5 bedroom semi-detached house for sale, - "
"Addiscombe Road, Croydon, Surrey",Luxury three bedroom apartment in the region of 1150 sq ft ideally located for local amenities and transport links.,020 8033 5491,"£1,150,000 ","4 bedroom detached house for sale, - "
"Southolm Street, Batterssea",Greengate Residential Ltd are proud to offer for sale this exclusivle  two bedroom ground floor maisonette rarely available in this sought after gated development.,020 8033 2462,"£475,000 ,Offers in excess of","1 bedroom flat for sale, - "
"Abbs Cross Gardens, Hornchurch, Essex","Discover classical London living at Royal Warwick Square, with a prestigious collection of 1,2 & 3 bedroom apartments and penthouses...",020 3641 4833,"£250,000 ,Guide price","2 bedroom flat for sale, - "
"Pembridge Villas, London, W11","This 3-BEDROOM HOUSE on Thimble Crescent features an OPEN PLAN LIVING/DINING AREA and kitchen on the ground floor. The main living room is situated on the first floor, with direct access to a PRIVATE TERRACE as well as a double bedroom. The MAIN BEDROOM FEATURES AN EN SUITE and is located on the...",020 8115 0994,"£4,750,000 ","4 bedroom house for sale, - "
"Robinson Road, Colliers Wood/Tooting Borders","*NEW BUILD PROPERTY* Newly available to the market is this wonderful  bespoke executive semi-detached property. The house is arranged over three floors and offers a large reception room, guest W.C. (contd...)",01322 584819,"£327,000 ","1 bedroom flat for sale, - "
"St James Road, Sutton",VIRTUAL TOUR & PROPERTY VIDEO AVAILABLEAn extremely rare opportunity to purchase an exceptional residence which has been in the same family ownership for 56 years.The house is prominently situated on one of Hampstead's most sought after streets and benefits from an exceptional plot 0.77 of an...,020 8033 2639,"£270,000 ,Offers in region of","2 bedroom flat for sale, - "
"Riverside Place, 107 Marsh Road, Pinner, Middlesex, HA5","Introducing Oval Village, a brand new collection of studio, one, two and three-bedroom apartments ideally located...",020 3641 1268,"£470,000 ,Guide price","2 bedroom apartment for sale, - "
"Warwick Avenue, London, W9","We’ve unveiled two new furnished penthouses. Take a virtual tour on our website today to experience what Blackwall Reach has to offer.Stamp duty incentives available. Please get in touch for more details.The Penthouse Collection gives you stunning, open-plan luxury living and views of London that...",020 8022 0708,"£12,000,000 ,Guide price","5 bedroom semi-detached house for sale, - "
"James Lee Square, EN3","An exceptional six bedroom contemporary detached residence forming part of a luxury gated development  An exceptional contemporary detached residence, forming part of a luxury development situated in one of Hampstead's most desirable locations close to Hampstead Heath. You enter the development...",020 8022 0021,"£219,995 ","1 bedroom flat for sale, - "
"Windley Close, Forest Hill","Property Point is delighted to present this stunning 4-bedroom terraced house for sale Located in Garrick Road, Greenford UB6.",020 8022 6072,"£350,000 ","2 bedroom flat for sale, - "
"Chamberlain Close, Hayes","A very well presented one bedroom flat in a Victorian conversion building  There is a double bedroom with fitted storage, semi open plan kitchen/reception, bathroom and west-facing roof terrace.  Cranley Gardens is a prime address located moments from the shops, restaurants and amenities of both...",020 8115 0721,"£300,000 ","2 bedroom apartment for sale, - "
"Fortis Green Avenue, N2",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8033 9914,"£1,375,000 ,Offers in region of","4 bedroom semi-detached house for sale, - "
"Chislehurst Road, Orpington, BR6","A Good Size 4 Bedroom, 3 Reception, 2 Bathroom property that has POTENTIAL and located within walking distance of all local facilities.",020 8022 6866,"£365,000 ,Guide price","2 bedroom terraced house for sale, - "
"Fontarabia Road, Battersea, London, SW11.","This second floor, one-bedroom apartment features an open plan living/dining area with access to a south facing balcony, overlooking the main piazza. The kitchen comes with fully integrated appliances and matching worktops. Further benefits a large storage cupboard.  High Street Quarter Hounslow...",020 8022 6875,"£850,000 ,Guide price","3 bedroom flat for sale, - "
"Bedford Hill, Balham","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 0230,"£539,950 ","2 bedroom flat for sale, - "
"Cornflower Lane, Shirley Oaks Village, Croydon",Luxury three bedroom apartment in the region of 1150 sq ft ideally located for local amenities and transport links.,020 8033 5491,"£449,950 ","3 bedroom semi-detached house for sale, - "
"Longley Road, Tooting",Greengate Residential Ltd are proud to offer for sale this exclusivle  two bedroom ground floor maisonette rarely available in this sought after gated development.,020 8033 2462,"£400,000 ","1 bedroom flat for sale, - "
Kingsground London SE9,"This 3-BEDROOM HOUSE on Thimble Crescent features an OPEN PLAN LIVING/DINING AREA and kitchen on the ground floor. The main living room is situated on the first floor, with direct access to a PRIVATE TERRACE as well as a double bedroom. The MAIN BEDROOM FEATURES AN EN SUITE and is located on the...",020 8115 0994,"£350,000 ,Offers in excess of","2 bedroom terraced house for sale, - "
"Cecil Road, Enfield, Hertfordshire, EN2","We’ve unveiled two new furnished penthouses. Take a virtual tour on our website today to experience what Blackwall Reach has to offer.Stamp duty incentives available. Please get in touch for more details.The Penthouse Collection gives you stunning, open-plan luxury living and views of London that...",020 8022 0708,"£645,000 ","2 bedroom semi-detached house for sale, - "
"Ground Floor Flat, Belsize Road, London, NW6","Property Point is delighted to present this stunning 4-bedroom terraced house for sale Located in Garrick Road, Greenford UB6.",020 8022 6072,"£449,000 ","1 bedroom flat for sale, - "
"Christchurch Road, Ilford","Discover classical London living at Royal Warwick Square, with a prestigious collection of 1,2 & 3 bedroom apartments and penthouses...",020 3641 4833,"£615,000 ,Offers over","5 bedroom semi-detached house for sale, - "
Bartholomew Close London EC1A,"A Good Size 4 Bedroom, 3 Reception, 2 Bathroom property that has POTENTIAL and located within walking distance of all local facilities.",020 8022 6866,"£1,500,000 ,Offers in excess of","2 bedroom apartment for sale, - "
Oakhurst Grove East Dulwich SE22,"This second floor, one-bedroom apartment features an open plan living/dining area with access to a south facing balcony, overlooking the main piazza. The kitchen comes with fully integrated appliances and matching worktops. Further benefits a large storage cupboard.  High Street Quarter Hounslow...",020 8022 6875,"£625,000 ,Guide price","2 bedroom flat for sale, - "
"Wymond Street, Putney","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 0230,"£1,275,000 ","4 bedroom end of terrace house for sale, - "
Blakes Road Peckham SE15,Greengate Residential Ltd are proud to offer for sale this exclusivle  two bedroom ground floor maisonette rarely available in this sought after gated development.,020 8033 2462,"£400,000 ","2 bedroom flat for sale, - "
"Sedley Grove, Harefield, Middlesex, UB9","We’ve unveiled two new furnished penthouses. Take a virtual tour on our website today to experience what Blackwall Reach has to offer.Stamp duty incentives available. Please get in touch for more details.The Penthouse Collection gives you stunning, open-plan luxury living and views of London that...",020 8022 0708,"£390,000 ,Guide price","2 bedroom terraced house for sale, - "
"Royal Crescent, Newbury Park",Luxury three bedroom apartment in the region of 1150 sq ft ideally located for local amenities and transport links.,020 8033 5491,"£325,000 ,Guide price","2 bedroom apartment for sale, - "
"Eastglade, Pinner","Property Point is delighted to present this stunning 4-bedroom terraced house for sale Located in Garrick Road, Greenford UB6.",020 8022 6072,"£1,375,000 ,Guide price","4 bedroom detached house for sale, - "
"Plot 60 Hale Works at Hale Works, Anthology Hale Works, Emily Bowes Court, Hale Village N17",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381," ,Price on application","1 bedroom apartment for sale, - "
"Cazenove Road, N16",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£350,000 ,Offers in excess of","1 bedroom flat for sale, - "
"Waldegrave Road, Teddington, TW11",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£449,999 ","2 bedroom maisonette for sale, - "
Hackbridge Development,*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£420,000 ,From","2 bedroom apartment for sale, - "
"Mill Hill, London",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£825,000 ,From","4 bedroom terraced house for sale, - "
Station Approach Southside SE9,"STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£350,000 ","1 bedroom apartment for sale, - "
"Holland Villas Road, Kensington, London, W14","An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£2,250,000 ,Guide price","4 bedroom townhouse for sale, - "
"Carteret Way, London",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£550,000 ,Guide price","4 bedroom terraced house for sale, - "
"Plot 37, Gainsborough at Cane Hill Park, Brighton Road, Coulsdon, COULSDON CR5",HURRY! LAST CHANCE TO BUY.  Are you looking for an impressive family home with beautiful views of green open spaces and plenty of indoor and outdoor space? The Gainsborough could be the perfect choice. Downstairs you’ll find a large open-plan kitchen area with a breakfast bar and additional space...,020 8128 9315,"£792,995 ","5 bedroom detached house for sale, - "
"The Lexington, NW11","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£900,000 ,Offers in excess of","2 bedroom apartment for sale, - "
"Plot 62.02 at South Quay Plaza, South Quay Plaza E14",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£999,500 ","1 bedroom apartment for sale, - "
"Makepeace Road, Wanstead","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£810,000 ","3 bedroom apartment for sale, - "
"Rectory Road, London, SW13","A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£2,200,000 ,Guide price","5 bedroom semi-detached house for sale, - "
